GENE 	AB_1-0	AB_1-1	AB_1-2	AB_1-3	AB_1-4	AB_2-0	AB_2-1	AB_2-2	AB_2-3	AB_2-4	AB_4-0	AB_4-1	AB_4-2	AB_4-3	AB_4-4
ADAMTSL5	4	12	14	194	168	8	6	32	74	130	8	6	18	44	78
ADAP1	44	128	80	102	62	102	28	26	48	154	482	164	160	616	182
ADAP2	0	18	10	14	58	42	24	16	22	108	48	28	16	26	26
ADAR	31032	25272	63056	81436	45638	65468	29198	46642	37022	42498	53834	38358	30880	29484	32748
ADARB1	532	1062	1806	3544	2276	1174	1186	1248	1172	1528	1472	1804	1630	1772	1062
ADARB2	24	12	68	236	138	32	6	68	112	232	60	10	140	170	136
ADARB2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAT1	956	1742	2280	2050	1760	2530	1996	1942	1058	1134	1682	2524	1234	606	672
ADAT2	2644	1376	1886	1686	1468	2828	1414	1208	708	918	2368	2550	842	726	440
ADAT3	168	280	132	286	166	116	136	72	82	596	518	352	232	376	266
ADC	0	34	58	66	106	2	20	52	44	54	16	88	232	50	106
ADCK1	802	848	454	1254	598	776	880	400	348	446	1352	1266	464	610	306
ADCK2	304	864	1106	1088	1118	480	988	936	692	1158	1030	1070	630	896	974
ADCK3	2026	1848	1200	1622	1354	3552	1750	1140	580	810	4284	2000	920	762	732
ADCK4	608	1444	1564	3564	2208	988	1196	1226	1432	3582	2060	1960	1968	2628	1492
ADCK5	8	162	192	686	548	110	200	240	316	694	268	274	276	318	322
ADCY1	1776	2096	1636	4560	2910	6708	2238	1190	824	1160	7476	2716	1084	1216	1016
ADCY10	56	22	466	68	28	18	6	420	212	208	12	26	454	318	94
ADCY2	8824	7004	6338	32428	11108	16260	7610	4382	6064	6088	12414	9608	6986	20066	3296
ADCY3	1076	2684	2348	1624	1678	2334	1918	1690	1042	1468	4160	4308	2478	1554	1426
ADCY4	0	8	8	4	0	0	4	0	4	2	12	4	0	10	10
ADCY5	404	316	84	316	174	1368	314	136	42	196	2198	382	186	168	56
ADCY6	590	516	1994	7038	5930	1498	696	2082	2694	4746	1436	874	1154	2016	1894
ADCY7	604	536	1450	2176	3204	658	658	1256	1082	1252	636	1058	1002	470	874
ADCY8	540	126	466	1082	1138	1056	142	282	424	1152	1358	146	412	1224	498
ADCY9	974	664	1496	782	806	1946	584	1188	500	820	2380	1100	1518	1874	912
ADCYAP1	0	0	0	0	2	0	0	4	0	0	0	0	0	6	0
ADCYAP1R1	1372	472	862	2314	1724	3040	562	620	118	192	3472	1112	808	842	136
ADD1	6664	19218	24816	40024	24306	11898	16404	20604	24884	48070	17160	25114	24808	29868	20600
ADD2	9558	7020	4358	5456	1864	20542	7862	3522	1466	1642	20506	11490	4166	6154	1890
ADD3	14766	5724	15678	24586	33496	16654	5802	11142	10794	15826	12540	10230	6918	5052	5420
ADGB	16	0	0	4	0	0	0	2	6	0	0	6	4	2	0
ADH1A	0	0	0	0	0	0	2	0	0	0	4	2	0	0	0
ADH1B	0	0	0	0	0	2	0	4	0	0	2	0	0	0	2
ADH1C	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ADH4	0	0	10	0	0	2	2	0	0	2	4	4	0	0	0
ADH5	46874	35986	56250	75004	49410	62276	45806	47116	36788	35802	45100	48776	27052	23936	19200
ADH6	0	24	34	18	12	28	32	10	18	12	8	26	14	0	14
ADH7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADHFE1	14	24	56	378	378	54	42	70	186	150	52	64	74	36	54
ADI1	12976	8304	10862	8478	5226	9480	7682	6034	3474	4794	10000	7068	3564	2470	3240
ADIG	0	0	4	0	6	0	0	2	0	0	0	0	4	4	0
ADIPOQ	18	0	0	0	0	0	0	0	0	0	0	0	0	2	2
ADIPOR1	12246	11284	17214	18082	17298	11754	6928	11364	9258	16706	10632	12554	11632	13122	9344
ADIPOR2	8568	14438	28172	30866	19962	25942	17214	21750	17200	16130	16272	18194	9474	11122	8060
ADK	5872	2696	7310	5870	5816	4226	2350	4752	4010	4262	3628	4742	3492	3912	3222
ADM	7966	598	610	10698	7016	6826	348	412	1650	8646	14970	430	1044	5160	5674
ADM2	382	906	734	3864	1240	770	918	692	1018	1692	1832	1692	1456	1744	636
ADNP	13042	13070	27176	44336	24754	28180	13114	18308	14612	15726	18044	18328	13440	14302	7670
ADNP2	14134	7406	18190	13130	11868	18312	9020	10912	5730	6624	11492	12914	6190	4506	4192
ADO	9914	4630	8040	7104	5496	8294	4152	3840	2912	3410	6446	7786	2696	2926	1958
ADORA1	58	460	750	3226	2194	110	258	602	1274	1538	306	382	1050	2440	2060
ADORA2A	64	78	504	1032	846	150	94	382	556	1248	340	264	680	1644	766
ADORA2B	898	54	114	404	308	510	86	170	124	194	334	150	142	156	46
ADORA3	0	0	0	10	0	8	0	6	0	0	4	0	0	0	0
ADPGK	4896	5130	6122	6230	5392	4252	4606	4350	3712	6524	4736	7516	3246	3184	2818
ADPRH	340	204	352	308	430	396	160	262	280	430	390	276	184	144	154
ADPRHL1	52	56	68	42	20	50	74	64	30	36	98	108	56	34	20
ADPRHL2	654	1402	1098	1302	960	1206	1204	940	910	2564	2142	2054	1084	1322	1054
ADRA1A	0	8	4	168	28	30	18	0	2	24	36	12	2	0	2
ADRA1B	0	2	0	14	8	12	0	0	0	2	10	10	4	88	4
ADRA1D	8	80	4	202	76	36	44	4	8	22	42	92	30	44	8
ADRA2A	278	78	378	68	24	354	40	324	944	2830	598	60	276	204	664
ADRA2B	338	76	116	328	374	832	74	62	40	32	884	88	60	60	34
ADRA2C	248	3212	1124	3576	1102	332	1214	542	402	1560	1344	3880	1746	2778	1406
ADRB1	56	8	4	0	0	14	24	0	0	0	50	14	0	0	0
ADRB2	44	38	92	332	70	26	40	48	94	124	60	26	174	246	64
ADRB3	8	8	0	16	62	14	6	0	2	42	18	2	0	8	20
ADRBK1	1642	8974	6584	15424	8222	3574	8154	5330	6896	16934	8060	10704	9920	15248	8976
ADRBK2	4912	3252	7138	8810	4820	9874	3462	4974	3058	2616	6614	5752	4426	3454	1784
ADRM1	9306	19990	10060	11332	6272	10458	16750	6382	5092	14960	26528	21974	10516	14904	9966
ADSL	17382	13228	9768	9496	5260	13060	10008	6064	3760	7308	20708	18340	8828	8700	4364
ADSS	24888	6800	13308	9894	6618	20654	7776	7370	4156	3982	9952	9370	4620	4916	2170
ADSSL1	176	186	308	642	514	162	132	372	344	626	374	364	486	506	398
ADTRP	0	8	16	30	4	6	12	2	4	8	0	6	0	0	6
AEBP1	1126	5140	4008	10120	8076	1580	4376	3756	4268	9988	5930	8684	7540	9182	8390
AEBP2	14020	3358	7096	10134	7330	12522	3800	4560	4138	3960	6808	6056	3704	4152	2074
AEN	11150	10876	9218	12316	8626	14910	10278	6856	5378	10044	15542	13894	8770	13818	5066
AES	5722	3326	6076	15910	10624	3656	2898	5092	10194	28610	9412	5852	8674	15012	13672
AFAP1	840	2170	5954	6270	2880	1834	1864	5860	5794	7944	2696	3540	7750	10362	4424
AFAP1-AS1	0	8	2	24	6	14	0	36	10	46	8	4	22	58	4
AFAP1L1	294	170	432	11564	898	474	168	360	880	1072	520	342	992	4398	396
AFAP1L2	124	464	138	444	412	296	432	122	48	110	296	534	174	154	264
AFF1	6508	9018	33804	19616	13374	14544	12170	26900	19010	17574	8724	17614	15184	13882	8830
AFF2	1352	578	1006	1732	1232	2934	568	808	374	438	1958	898	684	818	310
AFF3	152	1056	1784	952	362	610	1148	1150	318	188	320	1156	750	864	218
AFF4	9402	11182	38612	50282	32308	19446	12678	25800	25470	25526	10574	18620	14502	18530	13692
AFG3L1P	186	418	322	368	380	392	248	256	300	510	598	830	296	266	202
AFG3L2	7962	12256	11990	13816	7490	17530	13266	9246	5828	8244	16420	15252	9378	10270	6080
AFM	0	0	0	24	24	0	0	2	0	0	6	0	0	0	0
AFMID	1218	720	644	1340	1170	984	776	606	738	1634	1384	1404	904	1426	726
AFP	654	26	18	4	18	238	16	12	6	4	276	26	2	0	10
AFTPH	2192	1312	3618	6328	3634	4154	1866	2708	2156	2128	2046	2308	1574	1548	1104
AGA	1294	844	1310	1816	1634	1240	636	870	690	1354	902	1154	910	902	574
AGAP1	1876	4404	4476	12326	5308	5140	4000	3514	3030	5678	6664	6816	4224	5606	3366
AGAP11	0	44	28	48	28	48	32	44	16	54	58	102	14	22	20
AGAP2	56	38	12	8	8	62	32	16	4	4	76	60	36	10	4
AGAP3	556	2992	3308	6862	4168	1108	2250	2480	2094	6108	3778	4710	5252	8032	4184
AGAP4	0	0	18	14	18	0	2	2	0	4	16	8	0	0	4
AGAP5	36	34	52	192	128	14	26	66	94	142	52	120	104	90	48
AGAP6	104	246	274	702	506	374	250	356	280	488	412	622	212	236	182
AGAP7	0	20	46	48	58	12	10	36	50	72	6	32	22	56	52
AGAP8	38	16	12	40	36	14	18	28	42	86	28	62	36	26	38
AGAP9	0	2	10	10	0	0	0	0	2	2	0	4	6	4	0
AGBL1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0
AGBL2	106	26	22	60	82	60	10	38	40	52	72	58	24	40	22
AGBL3	36	70	122	38	68	98	102	46	64	50	106	102	8	8	18
AGBL4	0	2	4	4	16	0	0	0	10	16	4	4	0	2	0
AGBL5	3322	6482	8868	28942	14876	6678	5066	7558	8714	18494	7308	8470	10578	17286	9126
AGER	118	326	582	928	558	296	354	562	634	1100	376	688	574	568	498
AGFG1	16506	7444	20218	26280	16452	21296	7404	11106	8516	7702	9842	10598	5442	7382	4410
AGFG2	212	176	586	130	128	264	146	504	514	1602	238	280	332	130	480
AGGF1	3994	3194	9244	7042	8320	6658	2986	6260	4074	4428	3546	5498	3428	2112	2326
AGK	2962	2440	3182	4700	2808	4140	2806	2380	2028	2464	3744	3458	2270	2466	1300
AGL	7156	3564	67248	100690	94244	11406	4484	48648	70146	75514	5792	5782	24038	26928	26678
AGMAT	2476	458	98	90	76	1404	280	82	50	150	1608	656	70	106	50
AGMO	82	36	88	124	68	38	32	34	36	34	52	84	24	20	14
AGPAT1	4920	4542	6826	11266	9854	4750	3862	4912	6464	11156	7044	6514	5520	5520	6138
AGPAT2	848	628	1218	1730	942	440	470	846	730	1350	1498	1072	1200	1392	968
AGPAT3	164	3820	4410	19486	10694	248	3322	3596	8034	11106	616	4986	4660	11862	7662
AGPAT4	2074	3258	5806	14816	9542	4158	3432	4954	7238	11608	3284	5532	4566	6584	5396
AGPAT4-IT1	0	38	40	106	86	140	18	54	108	146	74	100	56	82	52
AGPAT5	74644	17008	22786	12458	13420	63332	17002	11814	5340	6236	26400	21886	6712	4306	2818
AGPAT6	5354	10952	16546	24260	17622	16886	11930	10800	9142	12250	13942	12622	7440	9430	7934
AGPAT9	560	334	208	210	126	564	206	114	52	78	416	304	76	160	58
AGPHD1	40	34	52	38	90	56	2	44	36	66	88	78	94	68	42
AGPS	14364	7456	25208	16060	12904	19518	9500	15546	9066	8410	8702	10728	7606	6562	3694
AGR2	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0
AGR3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGRN	6552	15460	12524	25026	41422	24006	16538	10792	12498	37172	35178	22660	15730	19680	30920
AGRP	0	4	0	4	4	0	12	2	0	4	0	2	2	0	2
AGSK1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGT	0	4	0	14	16	0	0	0	2	0	0	2	10	0	2
AGTPBP1	8134	5614	17810	28022	13828	16786	7928	13410	10418	6202	7510	10182	6926	7656	3120
AGTR1	2	4	12	162	82	18	8	0	0	0	8	14	0	2	0
AGTR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGTRAP	1858	1618	1572	2822	2572	1330	950	1208	1250	4060	3462	3228	2568	2304	2458
AGXT	0	2	0	0	0	0	0	0	0	0	0	0	6	0	0
AGXT2	0	4	0	10	0	0	0	0	4	0	4	2	0	0	0
AGXT2L1	160	30	40	1668	740	134	30	24	170	234	154	46	20	180	52
AGXT2L2	186	286	340	1074	576	258	266	416	458	1174	446	658	620	1034	536
AHCTF1	10120	11278	20274	21870	13482	23878	12250	12616	8400	9518	14226	19586	8056	8790	5184
AHCY	20756	29798	18580	28942	14348	19670	22544	12462	10342	22930	46076	37842	20458	24218	12728
AHCYL1	14604	13620	39530	56416	37054	26692	14288	30784	30398	29848	16610	20760	19496	25184	13948
AHCYL2	3926	1884	4910	12282	7196	5144	2022	3532	2888	2898	2978	3048	2916	4212	1762
AHDC1	1108	1958	3188	14168	6214	2680	2168	2912	3456	5934	3974	3012	3786	4686	3030
AHI1	484	686	1652	1966	1654	1168	746	1172	942	1200	742	1368	830	932	660
AHNAK	688	3926	18272	82998	98376	1278	4828	21460	43270	55788	1102	5188	10554	27282	36896
AHNAK2	14	170	738	384	208	42	226	580	82	114	106	356	472	274	192
AHR	1788	336	460	850	1158	1404	282	270	210	204	790	484	176	382	188
AHRR	12	80	78	108	124	34	68	62	108	72	64	100	56	42	38
AHSA1	8204	8140	5678	3932	3156	6072	7240	3976	2756	7348	11542	10314	5134	4594	5012
AHSA2	522	942	1796	2150	2422	1186	1024	2088	2120	4012	1272	2666	1698	1240	930
AHSG	4	2	0	6	4	18	2	0	0	0	46	4	0	0	0
AHSP	152	40	4	0	6	28	14	0	0	0	90	32	14	0	0
AICDA	0	0	0	0	0	6	2	0	0	2	0	0	0	4	0
AIDA	33792	15088	46560	31986	27800	33612	17924	29664	20568	17292	16964	20902	14672	11932	10912
AIF1	2	16	0	4	6	0	2	4	2	4	32	14	12	6	2
AIF1L	17258	10224	14624	19778	11450	24432	7916	9876	6000	7556	30672	15082	8330	9946	6686
AIFM1	5776	5896	8642	10346	6412	8140	5590	7556	5878	10512	10584	8508	7542	6816	5516
AIFM2	342	800	220	480	360	580	466	172	278	540	990	796	148	354	302
AIFM3	12	16	4	14	4	2	6	6	4	46	22	38	20	18	8
AIG1	1898	298	194	802	618	816	194	198	222	524	1268	456	198	376	298
AIM1	2184	100	60	166	202	4914	112	58	28	62	2544	408	106	150	90
AIM1L	274	142	58	252	470	444	146	30	96	186	620	204	132	180	106
AIM2	74	88	76	36	26	80	56	34	18	8	50	168	18	6	4
AIMP1	6176	3620	6858	6344	5826	5564	3528	4032	2848	3858	4464	5830	2940	3174	2286
AIMP2	1926	1874	1398	812	584	1146	962	478	386	1114	2798	2866	770	992	784
AIP	516	576	892	2958	976	230	452	576	934	3064	924	886	1626	3644	1604
AIPL1	0	0	0	8	0	2	0	0	0	0	10	0	0	0	4
AIRE	0	2	0	2	0	6	4	0	0	0	0	2	0	0	0
AJAP1	2364	440	1676	3382	700	1350	176	1342	2300	4756	1676	506	626	3772	3446
AJUBA	5434	4360	5036	7312	6472	6840	2908	3094	4222	12724	9174	4662	5112	11820	5670
AK1	360	508	430	168	236	278	146	288	214	776	842	618	986	968	834
AK2	6516	4818	6374	5908	3936	8622	4174	4548	2636	4748	7920	7374	2870	2696	1818
AK3	6038	5446	15098	11930	13174	5082	4450	7888	7570	7866	3586	8832	4884	4846	4190
AK4	52382	8566	6168	7586	11274	73262	11994	5498	6872	12676	31276	12938	2064	2170	3024
AK5	670	82	58	258	122	602	120	34	22	34	428	120	50	104	22
AK7	102	20	400	490	520	42	60	488	364	248	84	154	392	86	136
AK8	44	26	72	124	114	20	12	82	128	340	30	58	94	132	110
AKAP1	8200	4606	5206	4432	3698	11434	5748	4022	2224	2836	11124	6140	3164	3584	1662
AKAP10	1680	1430	3114	4968	3274	2786	1760	2518	2332	2520	2086	2910	1810	1688	1138
AKAP11	9214	3096	11664	11578	8578	13302	4034	8178	6120	4914	5480	4940	3550	2490	1928
AKAP12	19094	10996	24600	25632	16446	25276	13250	20198	13224	13214	20492	18076	15858	15494	9828
AKAP13	2330	8950	18672	27594	14980	11362	11408	18004	21888	21680	6370	12312	11810	15074	10926
AKAP14	0	6	0	6	0	2	0	0	0	6	0	8	4	2	0
AKAP17A	868	2918	1598	3660	1952	1352	2274	1358	1462	3656	3410	4202	2052	4126	1570
AKAP17A	868	2918	1598	3660	1952	1352	2274	1358	1462	3656	3410	4202	2052	4126	1570
AKAP2	70	6	18	4	0	60	8	8	0	4	50	22	0	0	4
AKAP3	0	36	94	86	66	20	54	102	52	70	32	86	72	0	24
AKAP4	0	0	0	10	0	8	0	0	0	0	0	0	2	0	0
AKAP5	612	168	678	508	534	740	192	396	354	164	394	438	134	248	74
AKAP6	46	178	272	834	362	138	286	196	334	436	66	294	138	158	170
AKAP7	4176	490	1856	4830	2268	4072	626	1198	1096	912	2108	900	682	1218	516
AKAP8	3366	4064	3222	4900	2678	3676	3372	2184	1604	3030	4970	5100	2170	3754	1642
AKAP8L	1474	3100	2628	6010	2872	1828	2006	1906	2216	7482	4664	4434	4194	6842	3592
AKAP9	3836	4606	11672	19250	14028	9828	5856	11312	12554	13182	5414	10960	7028	9106	5870
AKD1	220	78	142	132	282	250	64	116	98	104	156	102	34	44	78
AKIP1	2046	2892	3728	4216	2612	1394	2470	2948	1948	3358	1872	3306	2704	2280	2304
AKIRIN1	54630	15824	24562	42064	25062	66184	17776	19290	15992	15134	30016	19302	10376	14926	8234
AKIRIN2	9024	4728	6340	6022	4418	5682	3530	4528	2994	6880	6742	6488	5532	6644	4326
AKIRIN2-AS1	146	114	644	734	286	250	168	304	204	280	190	248	122	272	126
AKNA	518	2218	460	6332	924	1750	1730	434	446	596	2682	3488	2730	3692	336
AKNAD1	0	0	8	18	6	0	0	0	6	16	0	2	2	0	10
AKR1A1	7392	9334	4786	10674	6722	5400	5834	4010	5690	12746	15132	13116	10832	14328	7234
AKR1B1	19154	14130	15814	14290	10072	12750	9758	9580	10196	19074	22018	20920	11064	10074	13470
AKR1B10	0	0	0	52	52	0	2	10	24	138	2	0	4	10	4
AKR1B15	18	4	4	4	58	6	8	0	52	512	18	4	4	0	22
AKR1C1	10	18	8	100	16	12	4	18	8	6	52	38	10	18	4
AKR1C2	0	12	12	128	10	0	2	16	6	4	8	30	4	16	2
AKR1C3	122	28	258	3922	508	136	42	196	522	328	118	80	136	588	252
AKR1C4	0	0	0	10	0	0	0	2	4	2	0	8	2	0	2
AKR1CL1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
AKR1D1	44	314	16	32	20	12	336	6	0	2	4	188	6	6	0
AKR1E2	56	98	60	70	38	92	84	50	52	52	74	200	16	72	24
AKR7A2	1400	1846	1026	1566	1252	888	904	970	656	3644	2690	2596	2474	2038	1708
AKR7A2P1	64	66	50	130	62	146	40	50	46	106	150	112	78	108	24
AKR7A3	10	10	8	22	10	4	8	14	18	28	10	14	8	14	2
AKR7L	0	8	24	14	34	18	10	26	22	32	8	32	22	30	8
AKT1	2766	12780	14302	17164	12420	3788	8226	10482	8846	26508	10940	15456	20108	15894	19196
AKT1S1	1752	2912	1660	1582	1030	1620	1714	1166	772	2048	3940	2840	1380	1192	1844
AKT2	3180	8798	6002	10140	6698	6830	8342	5304	6780	13450	13484	10902	6738	7280	5698
AKT3	2162	2246	10660	10276	6880	4470	2598	7734	5870	4432	2616	4228	5506	5504	3306
AKTIP	2492	700	1206	1120	1182	2032	982	1092	794	972	1330	932	604	578	400
ALAD	514	808	2336	2366	1968	892	958	2036	4330	7182	1162	1752	1436	1714	3726
ALAS1	4480	5224	5148	10948	5798	5168	5502	3734	4394	7792	6848	7034	3872	7000	3698
ALAS2	18	6	42	88	88	20	6	56	40	24	42	18	60	76	18
ALB	0	0	4	28	0	0	0	10	14	6	2	2	6	2	4
ALCAM	7444	2872	13022	13202	14412	10560	2928	9440	13846	14108	5516	3786	4028	4790	6052
ALDH16A1	4202	6760	4270	5120	3430	3604	3650	2438	1684	6642	8338	6390	4490	5268	4600
ALDH18A1	10454	11460	10242	12656	11656	15528	10588	8232	6176	11640	20072	15628	8170	10624	5538
ALDH1A1	142	16	88	1212	1298	200	44	60	60	128	130	48	12	62	40
ALDH1A2	34	768	210	68	50	16	1354	164	22	14	8	1034	134	44	16
ALDH1A3	360	340	812	1512	946	302	292	402	470	628	310	606	296	1128	868
ALDH1B1	7656	5466	8864	9982	7026	10014	5622	5350	3686	4982	11374	7972	3788	3522	2408
ALDH1L1	28	14	12	72	12	36	4	8	28	8	90	46	26	48	16
ALDH1L2	956	2440	772	484	164	1288	2582	504	98	50	914	3184	1112	368	90
ALDH2	2500	4634	7250	15130	10458	2180	2988	5434	4886	9944	5148	6046	11222	13450	7286
ALDH3A1	6	54	16	36	14	18	34	14	6	50	46	70	40	36	10
ALDH3A2	9908	22568	26612	13674	5792	12848	20698	16142	8396	8846	10622	29392	12240	11684	5870
ALDH3B1	0	14	42	98	28	16	6	46	36	38	54	32	110	42	36
ALDH3B2	0	4	2	0	2	0	4	0	0	2	0	0	0	14	0
ALDH4A1	1934	2982	1194	2352	706	2226	2196	860	604	1596	7032	4186	2304	2814	978
ALDH5A1	540	198	438	952	1200	680	114	226	398	718	554	298	136	164	266
ALDH6A1	1814	734	3290	10202	8328	3452	754	3410	3282	3604	1654	1488	2722	2132	1576
ALDH7A1	15116	8966	13060	16140	11284	15426	9818	9914	8328	10074	13498	13726	9596	9424	6286
ALDH8A1	0	0	48	16	18	2	2	40	16	26	2	18	24	2	12
ALDH9A1	10842	5516	9602	14490	8588	10368	6164	6104	4992	6116	9938	8396	6546	6012	3354
ALDOA	45120	64596	50084	55822	27132	40880	51026	35952	26442	91592	102742	84268	59024	55570	35484
ALDOB	0	2	12	0	2	0	0	6	8	10	0	2	4	4	2
ALDOC	6936	1784	4682	14028	3836	9132	5016	5918	4812	5762	8406	3872	3604	2652	1164
ALG1	6242	4964	3770	5300	4956	11992	6442	3450	1862	2654	8254	5526	2260	1964	1808
ALG10	3576	750	1852	1842	1694	2624	826	1420	902	622	736	916	570	392	208
ALG10B	3704	1218	5338	5360	5544	2972	1460	4384	3494	2394	968	1640	1578	1012	804
ALG11	436	710	1200	876	646	1048	518	544	434	734	1086	1242	554	436	362
ALG12	1814	2390	2570	2214	2356	2084	2228	2026	1186	2980	4618	3732	2108	2158	1788
ALG13	12190	3916	8060	6390	5154	8372	3578	4758	3274	3996	8058	6958	4080	2746	1976
ALG14	1058	522	1168	1080	1200	612	530	800	676	762	660	692	490	330	524
ALG1L	126	58	106	252	98	80	78	138	134	94	58	54	62	40	30
ALG1L2	0	12	102	222	138	14	42	190	246	210	6	44	42	102	64
ALG2	6194	2450	3248	3332	3066	3706	2630	1894	1624	1662	2452	3108	1182	1238	804
ALG3	4164	3700	2428	3964	2146	3208	2286	1518	1058	2536	5068	4072	2474	3956	1482
ALG5	7292	3234	5266	4402	4686	6384	3646	4304	2374	2870	2900	3394	2028	1622	1560
ALG6	6302	1552	4280	4116	3530	5678	1640	2042	1714	2174	3960	2710	1274	1384	974
ALG8	12300	5920	10010	8434	7280	8988	3470	5450	3448	5002	7156	6608	3276	3898	2762
ALG9	2168	1982	3128	5640	3126	2480	1864	2082	1844	2594	2212	2538	1696	2252	978
ALK	18	106	24	58	50	18	92	10	22	366	40	160	0	0	32
ALKBH1	3094	2320	3296	4792	2242	4060	2432	2076	1436	1792	2954	2860	1448	2106	1048
ALKBH2	972	494	318	752	454	700	318	310	364	758	1124	736	570	750	332
ALKBH3	602	1072	666	1410	658	506	1388	644	498	720	1058	1088	632	594	384
ALKBH4	830	1176	702	1254	794	888	1180	602	524	1452	2292	1790	984	1118	792
ALKBH5	5700	15994	15760	15478	11418	10458	10800	10498	7804	19906	17190	17034	11584	13144	9558
ALKBH6	660	640	360	438	548	488	276	358	366	1498	1290	802	668	422	898
ALKBH7	2644	2310	1784	4452	2158	1112	1268	1466	1610	9000	4088	3302	4332	8004	4726
ALKBH8	3834	1812	2390	2214	1326	5226	2374	1608	700	548	2776	2680	684	550	308
ALLC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALMS1	6822	7582	14874	15678	12812	21912	7938	11388	6312	6026	11492	13490	6830	4354	3370
ALMS1P	0	8	10	10	2	20	10	12	2	12	4	18	8	2	0
ALOX12	140	132	96	114	22	242	124	102	30	48	258	382	126	76	12
ALOX12B	18	10	2	10	58	10	2	12	18	70	52	12	4	14	10
ALOX12P2	32	128	82	128	66	148	118	94	74	94	314	240	92	64	34
ALOX15	104	8	0	14	10	58	0	0	8	16	92	22	2	20	8
ALOX15B	6	4	4	10	2	4	0	4	6	24	4	6	0	6	0
ALOX15P1	0	0	4	10	18	16	2	0	8	8	8	6	0	2	0
ALOX5	20	60	38	38	42	66	42	14	34	20	104	94	88	230	42
ALOX5AP	0	0	2	0	0	0	0	0	4	10	0	6	0	0	4
ALOXE3	0	0	0	0	0	0	6	2	0	4	18	4	0	0	0
ALPI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALPK1	2	34	6	26	14	8	34	6	10	6	28	68	4	0	0
ALPK2	148	516	8264	60154	22294	164	740	9228	11512	10290	110	552	8440	19794	7194
ALPK3	1094	8794	9708	19036	13914	4200	9828	7644	7830	17342	6172	13072	5670	8580	8378
ALPL	13266	29164	13798	23724	13876	13776	19526	10094	6928	10814	27950	38878	15220	14656	8408
ALPP	0	6	0	2	2	24	4	2	0	0	28	2	0	0	0
ALPPL2	8	6	0	2	0	22	8	0	0	0	42	10	0	2	0
ALS2	4442	3714	11522	17830	9304	8134	4830	8358	6092	6282	5528	6526	4368	4268	3632
ALS2CL	68	100	182	276	258	114	194	288	230	228	182	434	394	240	126
ALS2CR11	0	2	8	6	8	0	4	2	2	0	6	16	0	4	0
ALS2CR12	0	6	10	28	10	12	12	30	4	12	6	28	24	24	6
ALS2CR8	272	120	326	1618	1060	356	128	482	726	530	152	260	382	158	168
ALX1	342	274	368	1142	802	180	148	216	246	504	290	366	432	824	180
ALX3	50	110	260	494	256	148	210	200	216	212	190	248	162	198	116
ALX4	0	4	4	34	30	0	2	24	14	2	0	0	12	2	12
ALYREF	46706	20178	16438	13318	9334	19800	20560	14448	6618	9898	25056	24482	14654	10352	8854
AMACR	118	186	202	336	268	184	88	122	160	202	208	150	146	130	92
AMBN	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
AMBP	64	52	2	16	0	74	16	2	2	8	148	48	22	4	4
AMBRA1	2154	3920	6192	9796	5000	3834	3720	4180	5030	9752	5726	4530	4034	6684	5922
AMD1	104640	36088	75850	43734	37758	132642	58518	44500	22064	15430	56898	47830	11392	8564	7490
AMDHD1	28	10	48	2	22	8	4	18	12	0	18	24	8	10	2
AMDHD2	210	566	398	512	356	212	392	370	232	854	1192	1004	600	406	390
AMELX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMELY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMFR	2624	8192	15930	37052	22906	4106	6700	11928	15584	23746	6002	10362	12336	21044	14846
AMH	74	336	112	66	98	104	244	134	78	388	452	730	292	72	156
AMHR2	8	62	186	6386	2298	24	74	200	1476	3498	26	118	648	2670	722
AMICA1	10	4	4	12	30	6	0	0	2	6	22	2	0	0	8
AMIGO1	104	74	146	306	364	224	76	80	100	386	334	124	82	178	122
AMIGO2	470	4856	7700	6304	1756	478	5222	6702	10352	13100	438	6244	5466	5128	2798
AMIGO3	442	406	160	186	252	332	186	120	110	302	1040	272	94	116	216
AMMECR1	18110	4878	19926	21638	32412	24086	5196	13550	21920	18384	10084	6466	3732	3368	7506
AMMECR1L	3710	4756	6934	8136	5058	6230	4712	4704	3310	3858	4816	6242	3398	3344	2136
AMN	28	16	36	22	30	16	16	14	20	62	60	26	44	42	38
AMN1	1166	694	2686	4350	2644	806	622	1750	1402	1364	476	1492	1822	2208	652
AMOT	1422	590	2072	18946	21888	4006	582	1488	5224	9276	2096	808	352	1276	3390
AMOTL1	7936	20060	45676	79502	38984	18074	19664	31478	23530	23296	12954	24098	21072	29854	15196
